id;relatorio;cliente;local_teste;pessoa_local;id_local;dt_chegada;hr_chegada;linha;fabricante;temp_filtra;tara;produto;tmp_contato;tempera_local;lote;armaz;umidade;volume;cat_membr;poro_cat_membr;lotem1;lotem2;lotem3;cat_disp;lote_disp;serial_cat_disp;estimado;dis_res1;dis_res2;dis_id1;dis_id2;pi_memb_1;pi_memb_2;pi_memb_3;fli_memb_1;fli_memb_2;fli_memb_3;pb_padraowfi;wfi_res1;wfi_res2;wfi_res3;wfi_id1;wfi_id2;wfi_id3;dt_wfi;hr_wfi;dt_wfip;hr_wfip;contato_wfip;pb_refproduto;prd_res1;prd_res2;prd_res3;prd_id1;prd_id2;prd_id3;wfif_res1;wfif_res2;wfif_res3;wfif_id1;wfif_id2;wfif_id3;flf_memb_1;flf_memb_2;flf_memb_3;pf_memb_1;pf_memb_2;pf_memb_3;crit_var_peso;crit_var_vazao;finalizado;lotes1;lotes2;lotes3
43588aaf-d4c4-4537-b7fc-e54c106e3b67;20250811-193038;Cristália Produtos Químicos Farmacêuticos Ltda. - Itapira;Unidade 1 Itapira;Davidson;LES-01;31/08/2025;31/08/2025 - 10:35;PES;Merck;15-30;99.985;Lipossomas;24;15.9;HFL_LIP_018;Ambiente;76.5;1000;GEPP0425;0.5/0.2;R5KA40199;R5KA40199;R5KA40199;R5KA40199;C4HB28397;0218;53.6;51.0;52.5;NA;NA;0.084;0.084;0.086;0:23;0:21;0:22;58.0;77.8;86.4;90.4;​20250731152203;​2020731123958;​20250731144316;31/08/2025;16:00;01/08/2025;16:00;720:00;68.0;81.1;72.3;80.8;​20250601173332;​20250801180942;​20250801182834;72.5;78.1;84.1;​20250801223509;​20250801230355;​20250801232842;0:37;0:28;0:31;0.087;0.086;0.087;10.0;10.0;False;#1;#2;#3
